CaseID,PortName,State,PortCode,Border,Date,Measure,Total Number of Entries,Longitude,Latitude
1955,Van Buren,Maine,108,US-Canada Border,7/1/2018,Trucks,1291,-67.94271,47.16207
1956,El Paso,Texas,2402,US-Mexico Border,6/1/2018,Buses,1291,-106.48639,31.75861
1957,El Paso,Texas,2402,US-Mexico Border,7/1/2018,Buses,1293,-106.48639,31.75861
1958,Cape Vincent,New York,706,US-Canada Border,9/1/2018,Personal Vehicles,1295,-73.44253,44.99001
1959,Van Buren,Maine,108,US-Canada Border,8/1/2018,Trucks,1295,-67.94271,47.16207
1960,International Falls-Ranier,Minnesota,3604,US-Canada Border,12/1/2018,Trucks,1298,-93.41083,48.60111
1961,Columbus,New Mexico,2406,US-Mexico Border,6/1/2018,Trucks,1304,-107.63944,31.8275
1962,El Paso,Texas,2402,US-Mexico Border,2/1/2018,Buses,1315,-106.48639,31.75861
1963,St. John,North Dakota,3405,US-Canada Border,8/1/2018,Personal Vehicles,1319,-99.71915,48.94208
1964,Limestone,Maine,118,US-Canada Border,10/1/2018,Personal Vehicles,1320,-67.82708,46.90941
1965,St. John,North Dakota,3405,US-Canada Border,7/1/2018,Personal Vehicles,1323,-99.71915,48.94208
1966,International Falls-Ranier,Minnesota,3604,US-Canada Border,9/1/2018,Trucks,1325,-93.41083,48.60111
1967,Raymond,Montana,3301,US-Canada Border,12/1/2018,Trucks,1327,-104.575,48.99667
1968,Raymond,Montana,3301,US-Canada Border,6/1/2018,Trucks,1331,-104.575,48.99667
1969,El Paso,Texas,2402,US-Mexico Border,4/1/2018,Buses,1332,-106.48639,31.75861
1970,El Paso,Texas,2402,US-Mexico Border,11/1/2018,Buses,1334,-106.48639,31.75861
1971,Point Roberts,Washington,3017,US-Canada Border,8/1/2018,Trucks,1338,-123.07994,48.96978
1972,Fort Fairfield,Maine,107,US-Canada Border,6/1/2018,Trucks,1339,-67.82965,46.76891
1973,Fort Kent,Maine,110,US-Canada Border,1/1/2018,Trucks,1342,-68.58458,47.26878
1974,Northgate,North Dakota,3406,US-Canada Border,7/1/2018,Trucks,1350,-102.39634,48.89848
1975,Norton,Vermont,211,US-Canada Border,2/1/2018,Personal Vehicles,1351,-71.79528,45.01
1976,Limestone,Maine,118,US-Canada Border,4/1/2018,Personal Vehicles,1352,-67.82708,46.90941
1977,Skagway,Alaska,3103,US-Canada Border,10/1/2018,Personal Vehicles,1353,-135.30656,59.47197
1978,Point Roberts,Washington,3017,US-Canada Border,6/1/2018,Trucks,1354,-123.07994,48.96978
1979,Del Bonita,Montana,3322,US-Canada Border,2/1/2018,Personal Vehicles,1355,-112.32481,48.63274
1980,El Paso,Texas,2402,US-Mexico Border,9/1/2018,Buses,1359,-106.48639,31.75861
1981,Sherwood,North Dakota,3414,US-Canada Border,6/1/2018,Personal Vehicles,1362,-101.55954,48.99719
1982,Fort Fairfield,Maine,107,US-Canada Border,3/1/2018,Trucks,1362,-67.82965,46.76891
1983,El Paso,Texas,2402,US-Mexico Border,1/1/2018,Buses,1363,-106.48639,31.75861
1984,Van Buren,Maine,108,US-Canada Border,2/1/2018,Trucks,1364,-67.94271,47.16207
1985,Lancaster,Minnesota,3430,US-Canada Border,2/1/2018,Personal Vehicles,1364,-96.82024,48.84911
1986,Alcan,Alaska,3104,US-Canada Border,3/1/2018,Personal Vehicles,1370,-142.98928,63.33693
1987,International Falls-Ranier,Minnesota,3604,US-Canada Border,4/1/2018,Trucks,1374,-93.41083,48.60111
1988,International Falls-Ranier,Minnesota,3604,US-Canada Border,5/1/2018,Trucks,1377,-93.41083,48.60111
1989,Blaine,Washington,3004,US-Canada Border,5/1/2018,Buses,1386,-122.74583,48.99389
1990,Raymond,Montana,3301,US-Canada Border,8/1/2018,Trucks,1391,-104.575,48.99667
1991,Hidalgo,Texas,2305,US-Mexico Border,10/1/2018,Buses,1399,-98.26278,26.1
1992,Del Bonita,Montana,3322,US-Canada Border,1/1/2018,Personal Vehicles,1399,-112.32481,48.63274
1993,Sherwood,North Dakota,3414,US-Canada Border,12/1/2018,Personal Vehicles,1401,-101.55954,48.99719
1994,Van Buren,Maine,108,US-Canada Border,3/1/2018,Trucks,1404,-67.94271,47.16207
1995,Sherwood,North Dakota,3414,US-Canada Border,5/1/2018,Personal Vehicles,1411,-101.55954,48.99719
1996,Frontier,Washington,3020,US-Canada Border,9/1/2018,Trucks,1418,-117.78134,48.91016
1997,Raymond,Montana,3301,US-Canada Border,3/1/2018,Trucks,1419,-104.575,48.99667
1998,Norton,Vermont,211,US-Canada Border,1/1/2018,Personal Vehicles,1422,-71.79528,45.01
1999,Norton,Vermont,211,US-Canada Border,12/1/2018,Personal Vehicles,1425,-71.79528,45.01
2000,Hidalgo,Texas,2305,US-Mexico Border,2/1/2018,Buses,1427,-98.26278,26.1
2001,El Paso,Texas,2402,US-Mexico Border,3/1/2018,Buses,1428,-106.48639,31.75861
2002,Fort Kent,Maine,110,US-Canada Border,2/1/2018,Trucks,1434,-68.58458,47.26878
2003,Point Roberts,Washington,3017,US-Canada Border,5/1/2018,Trucks,1439,-123.07994,48.96978
2004,Del Bonita,Montana,3322,US-Canada Border,4/1/2018,Personal Vehicles,1445,-112.32481,48.63274
2005,Raymond,Montana,3301,US-Canada Border,2/1/2018,Trucks,1445,-104.575,48.99667
2006,Van Buren,Maine,108,US-Canada Border,1/1/2018,Trucks,1446,-67.94271,47.16207
2007,Fort Kent,Maine,110,US-Canada Border,7/1/2018,Trucks,1450,-68.58458,47.26878
2008,Limestone,Maine,118,US-Canada Border,9/1/2018,Personal Vehicles,1451,-67.82708,46.90941
2009,Limestone,Maine,118,US-Canada Border,6/1/2018,Personal Vehicles,1454,-67.82708,46.90941
2010,International Falls-Ranier,Minnesota,3604,US-Canada Border,11/1/2018,Trucks,1456,-93.41083,48.60111
2011,Van Buren,Maine,108,US-Canada Border,4/1/2018,Trucks,1469,-67.94271,47.16207
2012,Northgate,North Dakota,3406,US-Canada Border,7/1/2018,Personal Vehicles,1472,-102.39634,48.89848
2013,Van Buren,Maine,108,US-Canada Border,10/1/2018,Trucks,1474,-67.94271,47.16207
2014,International Falls-Ranier,Minnesota,3604,US-Canada Border,10/1/2018,Trucks,1474,-93.41083,48.60111
2015,International Falls-Ranier,Minnesota,3604,US-Canada Border,2/1/2018,Trucks,1474,-93.41083,48.60111
2016,Blaine,Washington,3004,US-Canada Border,9/1/2018,Buses,1478,-122.74583,48.99389
2017,International Falls-Ranier,Minnesota,3604,US-Canada Border,7/1/2018,Trucks,1482,-93.41083,48.60111
2018,Trout River,New York,715,US-Canada Border,5/1/2018,Trucks,1489,-73.44253,44.99001
2019,Limestone,Maine,118,US-Canada Border,5/1/2018,Personal Vehicles,1490,-67.82708,46.90941
2020,Raymond,Montana,3301,US-Canada Border,11/1/2018,Trucks,1491,-104.575,48.99667
2021,International Falls-Ranier,Minnesota,3604,US-Canada Border,8/1/2018,Trucks,1492,-93.41083,48.60111
2022,Lancaster,Minnesota,3430,US-Canada Border,12/1/2018,Personal Vehicles,1494,-96.82024,48.84911
2023,El Paso,Texas,2402,US-Mexico Border,12/1/2018,Buses,1505,-106.48639,31.75861
2024,Skagway,Alaska,3103,US-Canada Border,9/1/2018,Buses,1505,-135.30656,59.47197
2025,Fort Kent,Maine,110,US-Canada Border,8/1/2018,Trucks,1509,-68.58458,47.26878
2026,Wildhorse,Montana,3323,US-Canada Border,6/1/2018,Personal Vehicles,1524,-109.67761,48.54863
2027,Raymond,Montana,3301,US-Canada Border,2/1/2018,Personal Vehicles,1527,-104.575,48.99667
2028,Limestone,Maine,118,US-Canada Border,8/1/2018,Personal Vehicles,1528,-67.82708,46.90941
2029,Sherwood,North Dakota,3414,US-Canada Border,7/1/2018,Personal Vehicles,1531,-101.55954,48.99719
2030,Northgate,North Dakota,3406,US-Canada Border,8/1/2018,Personal Vehicles,1532,-102.39634,48.89848
2031,Raymond,Montana,3301,US-Canada Border,10/1/2018,Trucks,1533,-104.575,48.99667
2032,International Falls-Ranier,Minnesota,3604,US-Canada Border,3/1/2018,Trucks,1535,-93.41083,48.60111
2033,Ferry,Washington,3013,US-Canada Border,8/1/2018,Personal Vehicles,1550,-118.58774,48.88627
2034,Blaine,Washington,3004,US-Canada Border,6/1/2018,Buses,1551,-122.74583,48.99389
2035,International Falls-Ranier,Minnesota,3604,US-Canada Border,6/1/2018,Trucks,1557,-93.41083,48.60111
2036,Sherwood,North Dakota,3414,US-Canada Border,8/1/2018,Personal Vehicles,1566,-101.55954,48.99719
2037,Northgate,North Dakota,3406,US-Canada Border,4/1/2018,Trucks,1578,-102.39634,48.89848
2038,Buffalo-Niagara Falls,New York,901,US-Canada Border,5/1/2018,Buses,1581,-79.05694,43.09444
2039,Fort Kent,Maine,110,US-Canada Border,6/1/2018,Trucks,1587,-68.58458,47.26878
2040,Raymond,Montana,3301,US-Canada Border,3/1/2018,Personal Vehicles,1590,-104.575,48.99667
2041,Dunseith,North Dakota,3422,US-Canada Border,12/1/2018,Trucks,1592,-100.05863,48.81369
2042,Trout River,New York,715,US-Canada Border,6/1/2018,Trucks,1597,-73.44253,44.99001
2043,Lancaster,Minnesota,3430,US-Canada Border,11/1/2018,Personal Vehicles,1598,-96.82024,48.84911
2044,Vanceboro,Maine,105,US-Canada Border,2/1/2018,Personal Vehicles,1599,-67.42955,45.55984
2045,Blaine,Washington,3004,US-Canada Border,7/1/2018,Buses,1605,-122.74583,48.99389
2046,Hidalgo,Texas,2305,US-Mexico Border,9/1/2018,Buses,1608,-98.26278,26.1
2047,Vanceboro,Maine,105,US-Canada Border,1/1/2018,Personal Vehicles,1609,-67.42955,45.55984
2048,Raymond,Montana,3301,US-Canada Border,4/1/2018,Personal Vehicles,1620,-104.575,48.99667
2049,Fortuna,North Dakota,3417,US-Canada Border,7/1/2018,Personal Vehicles,1623,-103.77906,48.91086
2050,Norton,Vermont,211,US-Canada Border,11/1/2018,Personal Vehicles,1624,-71.79528,45.01
2051,Blaine,Washington,3004,US-Canada Border,8/1/2018,Buses,1628,-122.74583,48.99389
2052,Lancaster,Minnesota,3430,US-Canada Border,4/1/2018,Personal Vehicles,1632,-96.82024,48.84911
2053,Buffalo-Niagara Falls,New York,901,US-Canada Border,10/1/2018,Buses,1634,-79.05694,43.09444
2054,Fortuna,North Dakota,3417,US-Canada Border,8/1/2018,Personal Vehicles,1638,-103.77906,48.91086
2055,Columbus,New Mexico,2406,US-Mexico Border,7/1/2018,Trucks,1640,-107.63944,31.8275
2056,Dunseith,North Dakota,3422,US-Canada Border,11/1/2018,Trucks,1641,-100.05863,48.81369
2057,Van Buren,Maine,108,US-Canada Border,6/1/2018,Trucks,1642,-67.94271,47.16207
2058,Frontier,Washington,3020,US-Canada Border,12/1/2018,Trucks,1651,-117.78134,48.91016
2059,Ferry,Washington,3013,US-Canada Border,7/1/2018,Personal Vehicles,1652,-118.58774,48.88627
2060,Raymond,Montana,3301,US-Canada Border,1/1/2018,Personal Vehicles,1655,-104.575,48.99667
2061,Raymond,Montana,3301,US-Canada Border,1/1/2018,Trucks,1656,-104.575,48.99667
2062,Hidalgo,Texas,2305,US-Mexico Border,5/1/2018,Buses,1657,-98.26278,26.1
2063,Del Bonita,Montana,3322,US-Canada Border,11/1/2018,Personal Vehicles,1658,-112.32481,48.63274
2064,Lancaster,Minnesota,3430,US-Canada Border,3/1/2018,Personal Vehicles,1658,-96.82024,48.84911
2065,Columbus,New Mexico,2406,US-Mexico Border,12/1/2018,Trucks,1663,-107.63944,31.8275
2066,Raymond,Montana,3301,US-Canada Border,4/1/2018,Trucks,1664,-104.575,48.99667
2067,Hidalgo,Texas,2305,US-Mexico Border,4/1/2018,Buses,1670,-98.26278,26.1
2068,Fort Kent,Maine,110,US-Canada Border,3/1/2018,Trucks,1670,-68.58458,47.26878
2069,Vanceboro,Maine,105,US-Canada Border,11/1/2018,Personal Vehicles,1671,-67.42955,45.55984
2070,Metaline Falls,Washington,3025,US-Canada Border,11/1/2018,Personal Vehicles,1672,-117.36037,48.85798
2071,Frontier,Washington,3020,US-Canada Border,8/1/2018,Trucks,1678,-117.78134,48.91016
2072,International Falls-Ranier,Minnesota,3604,US-Canada Border,1/1/2018,Trucks,1685,-93.41083,48.60111
2073,Del Bonita,Montana,3322,US-Canada Border,3/1/2018,Personal Vehicles,1688,-112.32481,48.63274
2074,Metaline Falls,Washington,3025,US-Canada Border,4/1/2018,Personal Vehicles,1693,-117.36037,48.85798
2075,Hidalgo,Texas,2305,US-Mexico Border,1/1/2018,Buses,1695,-98.26278,26.1
2076,Hidalgo,Texas,2305,US-Mexico Border,6/1/2018,Buses,1698,-98.26278,26.1
2077,Hidalgo,Texas,2305,US-Mexico Border,3/1/2018,Buses,1700,-98.26278,26.1
2078,Sasabe,Arizona,2606,US-Mexico Border,8/1/2018,Personal Vehicles,1706,-111.54139,31.48861
2079,Noonan,North Dakota,3420,US-Canada Border,2/1/2018,Personal Vehicles,1707,-103.00333,48.88232
2080,Noonan,North Dakota,3420,US-Canada Border,3/1/2018,Personal Vehicles,1708,-103.00333,48.88232
2081,Limestone,Maine,118,US-Canada Border,7/1/2018,Personal Vehicles,1709,-67.82708,46.90941
2082,Hidalgo,Texas,2305,US-Mexico Border,11/1/2018,Buses,1713,-98.26278,26.1
2083,Dalton Cache,Alaska,3106,US-Canada Border,5/1/2018,Personal Vehicles,1716,-135.40995,59.10606
2084,Otay Mesa,California,2506,US-Mexico Border,2/1/2018,Buses,1727,-117.05333,32.57333
2085,Metaline Falls,Washington,3025,US-Canada Border,12/1/2018,Personal Vehicles,1733,-117.36037,48.85798
2086,Massena,New York,704,US-Canada Border,12/1/2018,Trucks,1741,-74.74,44.98944
2087,Trout River,New York,715,US-Canada Border,7/1/2018,Trucks,1745,-73.44253,44.99001
2088,Frontier,Washington,3020,US-Canada Border,11/1/2018,Trucks,1747,-117.78134,48.91016
2089,Frontier,Washington,3020,US-Canada Border,7/1/2018,Trucks,1747,-117.78134,48.91016
2090,Raymond,Montana,3301,US-Canada Border,12/1/2018,Personal Vehicles,1753,-104.575,48.99667
2091,Raymond,Montana,3301,US-Canada Border,11/1/2018,Personal Vehicles,1760,-104.575,48.99667
2092,Del Bonita,Montana,3322,US-Canada Border,10/1/2018,Personal Vehicles,1765,-112.32481,48.63274
2093,Frontier,Washington,3020,US-Canada Border,6/1/2018,Trucks,1765,-117.78134,48.91016
2094,Vanceboro,Maine,105,US-Canada Border,12/1/2018,Personal Vehicles,1768,-67.42955,45.55984
2095,Hidalgo,Texas,2305,US-Mexico Border,8/1/2018,Buses,1769,-98.26278,26.1
2096,Frontier,Washington,3020,US-Canada Border,10/1/2018,Trucks,1774,-117.78134,48.91016
2097,Frontier,Washington,3020,US-Canada Border,4/1/2018,Trucks,1775,-117.78134,48.91016
2098,Vanceboro,Maine,105,US-Canada Border,3/1/2018,Personal Vehicles,1779,-67.42955,45.55984
2099,Alcan,Alaska,3104,US-Canada Border,10/1/2018,Personal Vehicles,1787,-142.98928,63.33693
2100,San Luis,Arizona,2608,US-Mexico Border,7/1/2018,Trucks,1799,-114.78139,32.48694
2101,Lancaster,Minnesota,3430,US-Canada Border,10/1/2018,Personal Vehicles,1800,-96.82024,48.84911
2102,Norton,Vermont,211,US-Canada Border,3/1/2018,Personal Vehicles,1801,-71.79528,45.01
2103,Wildhorse,Montana,3323,US-Canada Border,7/1/2018,Personal Vehicles,1812,-109.67761,48.54863
2104,Trout River,New York,715,US-Canada Border,10/1/2018,Trucks,1814,-73.44253,44.99001
2105,Sasabe,Arizona,2606,US-Mexico Border,2/1/2018,Personal Vehicles,1819,-111.54139,31.48861
2106,Columbus,New Mexico,2406,US-Mexico Border,8/1/2018,Trucks,1825,-107.63944,31.8275
2107,Massena,New York,704,US-Canada Border,2/1/2018,Trucks,1826,-74.74,44.98944
2108,Hidalgo,Texas,2305,US-Mexico Border,12/1/2018,Buses,1836,-98.26278,26.1
2109,Skagway,Alaska,3103,US-Canada Border,5/1/2018,Buses,1851,-135.30656,59.47197
2110,Hidalgo,Texas,2305,US-Mexico Border,7/1/2018,Buses,1854,-98.26278,26.1
2111,Frontier,Washington,3020,US-Canada Border,5/1/2018,Trucks,1857,-117.78134,48.91016
2112,Vanceboro,Maine,105,US-Canada Border,4/1/2018,Personal Vehicles,1862,-67.42955,45.55984
2113,Sasabe,Arizona,2606,US-Mexico Border,10/1/2018,Personal Vehicles,1869,-111.54139,31.48861
2114,Buffalo-Niagara Falls,New York,901,US-Canada Border,9/1/2018,Buses,1870,-79.05694,43.09444
2115,Frontier,Washington,3020,US-Canada Border,2/1/2018,Trucks,1871,-117.78134,48.91016
2116,Noonan,North Dakota,3420,US-Canada Border,1/1/2018,Personal Vehicles,1871,-103.00333,48.88232
2117,Raymond,Montana,3301,US-Canada Border,5/1/2018,Trucks,1872,-104.575,48.99667
2118,Trout River,New York,715,US-Canada Border,9/1/2018,Trucks,1873,-73.44253,44.99001
2119,Buffalo-Niagara Falls,New York,901,US-Canada Border,6/1/2018,Buses,1894,-79.05694,43.09444
2120,San Luis,Arizona,2608,US-Mexico Border,9/1/2018,Trucks,1915,-114.78139,32.48694
2121,Anacortes,Washington,3010,US-Canada Border,11/1/2018,Personal Vehicles,1932,-122.61739,48.49988
2122,Norton,Vermont,211,US-Canada Border,4/1/2018,Personal Vehicles,1937,-71.79528,45.01
2123,Skagway,Alaska,3103,US-Canada Border,4/1/2018,Personal Vehicles,1937,-135.30656,59.47197
2124,Buffalo-Niagara Falls,New York,901,US-Canada Border,8/1/2018,Buses,1939,-79.05694,43.09444
2125,Noonan,North Dakota,3420,US-Canada Border,4/1/2018,Personal Vehicles,1941,-103.00333,48.88232
2126,Noonan,North Dakota,3420,US-Canada Border,12/1/2018,Personal Vehicles,1943,-103.00333,48.88232
2127,Raymond,Montana,3301,US-Canada Border,9/1/2018,Personal Vehicles,1951,-104.575,48.99667
2128,Sasabe,Arizona,2606,US-Mexico Border,9/1/2018,Personal Vehicles,1961,-111.54139,31.48861
2129,Buffalo-Niagara Falls,New York,901,US-Canada Border,7/1/2018,Buses,1962,-79.05694,43.09444
2130,Frontier,Washington,3020,US-Canada Border,1/1/2018,Trucks,1972,-117.78134,48.91016
2131,Raymond,Montana,3301,US-Canada Border,5/1/2018,Personal Vehicles,1975,-104.575,48.99667
2132,Metaline Falls,Washington,3025,US-Canada Border,1/1/2018,Personal Vehicles,1979,-117.36037,48.85798
2133,Anacortes,Washington,3010,US-Canada Border,10/1/2018,Personal Vehicles,1982,-122.61739,48.49988
2134,Dunseith,North Dakota,3422,US-Canada Border,2/1/2018,Trucks,1983,-100.05863,48.81369
2135,San Luis,Arizona,2608,US-Mexico Border,6/1/2018,Trucks,1985,-114.78139,32.48694
2136,Del Bonita,Montana,3322,US-Canada Border,9/1/2018,Personal Vehicles,1987,-112.32481,48.63274
2137,San Luis,Arizona,2608,US-Mexico Border,8/1/2018,Trucks,1987,-114.78139,32.48694
2138,Oroville,Washington,3019,US-Canada Border,2/1/2018,Trucks,1996,-119.43444,48.93917
2139,Noonan,North Dakota,3420,US-Canada Border,9/1/2018,Personal Vehicles,1997,-103.00333,48.88232
2140,Noonan,North Dakota,3420,US-Canada Border,11/1/2018,Personal Vehicles,2002,-103.00333,48.88232
2141,Sasabe,Arizona,2606,US-Mexico Border,3/1/2018,Personal Vehicles,2005,-111.54139,31.48861
2142,Dunseith,North Dakota,3422,US-Canada Border,3/1/2018,Trucks,2012,-100.05863,48.81369
2143,Oroville,Washington,3019,US-Canada Border,12/1/2018,Trucks,2014,-119.43444,48.93917
2144,Trout River,New York,715,US-Canada Border,8/1/2018,Trucks,2017,-73.44253,44.99001
2145,Sasabe,Arizona,2606,US-Mexico Border,7/1/2018,Personal Vehicles,2040,-111.54139,31.48861
2146,Oroville,Washington,3019,US-Canada Border,1/1/2018,Trucks,2042,-119.43444,48.93917
2147,Sasabe,Arizona,2606,US-Mexico Border,6/1/2018,Personal Vehicles,2075,-111.54139,31.48861
2148,Massena,New York,704,US-Canada Border,1/1/2018,Trucks,2075,-74.74,44.98944
2149,Del Bonita,Montana,3322,US-Canada Border,5/1/2018,Personal Vehicles,2079,-112.32481,48.63274
2150,Port Angeles,Washington,3007,US-Canada Border,2/1/2018,Personal Vehicles,2080,-123.4328,48.11365
2151,Otay Mesa,California,2506,US-Mexico Border,12/1/2018,Buses,2089,-117.05333,32.57333
2152,Cape Vincent,New York,706,US-Canada Border,8/1/2018,Personal Vehicles,2093,-73.44253,44.99001
2153,Metaline Falls,Washington,3025,US-Canada Border,10/1/2018,Personal Vehicles,2094,-117.36037,48.85798
2154,Cape Vincent,New York,706,US-Canada Border,7/1/2018,Personal Vehicles,2095,-73.44253,44.99001
2155,Boundary,Washington,3015,US-Canada Border,2/1/2018,Personal Vehicles,2095,-117.89655,48.54648
2156,Frontier,Washington,3020,US-Canada Border,3/1/2018,Trucks,2102,-117.78134,48.91016
2157,Metaline Falls,Washington,3025,US-Canada Border,2/1/2018,Personal Vehicles,2102,-117.36037,48.85798
2158,Boundary,Washington,3015,US-Canada Border,1/1/2018,Personal Vehicles,2105,-117.89655,48.54648
2159,Douglas,Arizona,2601,US-Mexico Border,12/1/2018,Trucks,2111,-109.54472,31.34444
2160,Raymond,Montana,3301,US-Canada Border,10/1/2018,Personal Vehicles,2111,-104.575,48.99667
2161,Massena,New York,704,US-Canada Border,3/1/2018,Trucks,2114,-74.74,44.98944
2162,Massena,New York,704,US-Canada Border,11/1/2018,Trucks,2120,-74.74,44.98944
2163,Noonan,North Dakota,3420,US-Canada Border,10/1/2018,Personal Vehicles,2134,-103.00333,48.88232
2164,San Luis,Arizona,2608,US-Mexico Border,10/1/2018,Trucks,2134,-114.78139,32.48694
2165,San Luis,Arizona,2608,US-Mexico Border,5/1/2018,Trucks,2147,-114.78139,32.48694
2166,Otay Mesa,California,2506,US-Mexico Border,5/1/2018,Buses,2148,-117.05333,32.57333
2167,Metaline Falls,Washington,3025,US-Canada Border,5/1/2018,Personal Vehicles,2162,-117.36037,48.85798
2168,Douglas,Arizona,2601,US-Mexico Border,9/1/2018,Trucks,2166,-109.54472,31.34444
2169,Wildhorse,Montana,3323,US-Canada Border,8/1/2018,Personal Vehicles,2168,-109.67761,48.54863
2170,Sasabe,Arizona,2606,US-Mexico Border,1/1/2018,Personal Vehicles,2169,-111.54139,31.48861
2171,Otay Mesa,California,2506,US-Mexico Border,1/1/2018,Buses,2173,-117.05333,32.57333
2172,Lancaster,Minnesota,3430,US-Canada Border,5/1/2018,Personal Vehicles,2177,-96.82024,48.84911
2173,Van Buren,Maine,108,US-Canada Border,5/1/2018,Trucks,2183,-67.94271,47.16207
2174,Sasabe,Arizona,2606,US-Mexico Border,4/1/2018,Personal Vehicles,2196,-111.54139,31.48861
2175,Sasabe,Arizona,2606,US-Mexico Border,5/1/2018,Personal Vehicles,2212,-111.54139,31.48861
2176,Sasabe,Arizona,2606,US-Mexico Border,11/1/2018,Personal Vehicles,2215,-111.54139,31.48861
2177,Massena,New York,704,US-Canada Border,4/1/2018,Trucks,2215,-74.74,44.98944
2178,Douglas,Arizona,2601,US-Mexico Border,3/1/2018,Trucks,2221,-109.54472,31.34444
2179,Oroville,Washington,3019,US-Canada Border,11/1/2018,Trucks,2225,-119.43444,48.93917
2180,Vanceboro,Maine,105,US-Canada Border,10/1/2018,Personal Vehicles,2227,-67.42955,45.55984
2181,Otay Mesa,California,2506,US-Mexico Border,4/1/2018,Buses,2244,-117.05333,32.57333
2182,Dunseith,North Dakota,3422,US-Canada Border,10/1/2018,Trucks,2248,-100.05863,48.81369
2183,Neche,North Dakota,3404,US-Canada Border,2/1/2018,Personal Vehicles,2249,-97.55444,48.98611
2184,Douglas,Arizona,2601,US-Mexico Border,11/1/2018,Trucks,2260,-109.54472,31.34444
2185,Douglas,Arizona,2601,US-Mexico Border,7/1/2018,Trucks,2261,-109.54472,31.34444
2186,Vanceboro,Maine,105,US-Canada Border,9/1/2018,Personal Vehicles,2265,-67.42955,45.55984
2187,Sasabe,Arizona,2606,US-Mexico Border,12/1/2018,Personal Vehicles,2266,-111.54139,31.48861
2188,Walhalla,North Dakota,3407,US-Canada Border,2/1/2018,Personal Vehicles,2271,-97.91778,48.92333
2189,Metaline Falls,Washington,3025,US-Canada Border,3/1/2018,Personal Vehicles,2272,-117.36037,48.85798
2190,San Luis,Arizona,2608,US-Mexico Border,4/1/2018,Trucks,2283,-114.78139,32.48694
2191,Anacortes,Washington,3010,US-Canada Border,12/1/2018,Personal Vehicles,2290,-122.61739,48.49988
2192,Dunseith,North Dakota,3422,US-Canada Border,1/1/2018,Trucks,2290,-100.05863,48.81369
2193,Lancaster,Minnesota,3430,US-Canada Border,9/1/2018,Personal Vehicles,2295,-96.82024,48.84911
2194,San Ysidro,California,2504,US-Mexico Border,11/1/2018,Buses,2296,-117.02667,32.54306
2195,Portland,Maine,101,US-Canada Border,9/1/2018,Personal Vehicles,2304,-70.27676,43.65539
2196,Massena,New York,704,US-Canada Border,9/1/2018,Trucks,2321,-74.74,44.98944
2197,Douglas,Arizona,2601,US-Mexico Border,2/1/2018,Trucks,2329,-109.54472,31.34444
2198,Del Bonita,Montana,3322,US-Canada Border,12/1/2018,Personal Vehicles,2334,-112.32481,48.63274
2199,Massena,New York,704,US-Canada Border,6/1/2018,Trucks,2336,-74.74,44.98944
2200,San Luis,Arizona,2608,US-Mexico Border,11/1/2018,Trucks,2337,-114.78139,32.48694
2201,Noonan,North Dakota,3420,US-Canada Border,5/1/2018,Personal Vehicles,2338,-103.00333,48.88232
2202,Douglas,Arizona,2601,US-Mexico Border,6/1/2018,Trucks,2353,-109.54472,31.34444
2203,Walhalla,North Dakota,3407,US-Canada Border,1/1/2018,Personal Vehicles,2353,-97.91778,48.92333
2204,Laurier,Washington,3016,US-Canada Border,2/1/2018,Personal Vehicles,2359,-118.22302,48.99892
2205,Oroville,Washington,3019,US-Canada Border,9/1/2018,Trucks,2361,-119.43444,48.93917
2206,Neche,North Dakota,3404,US-Canada Border,1/1/2018,Personal Vehicles,2368,-97.55444,48.98611
2207,Douglas,Arizona,2601,US-Mexico Border,1/1/2018,Trucks,2373,-109.54472,31.34444
2208,San Luis,Arizona,2608,US-Mexico Border,12/1/2018,Trucks,2378,-114.78139,32.48694
2209,Douglas,Arizona,2601,US-Mexico Border,4/1/2018,Trucks,2385,-109.54472,31.34444
2210,Dunseith,North Dakota,3422,US-Canada Border,9/1/2018,Trucks,2395,-100.05863,48.81369
2211,San Ysidro,California,2504,US-Mexico Border,2/1/2018,Buses,2395,-117.02667,32.54306
2212,Dalton Cache,Alaska,3106,US-Canada Border,9/1/2018,Personal Vehicles,2401,-135.40995,59.10606
2213,Columbus,New Mexico,2406,US-Mexico Border,11/1/2018,Trucks,2419,-107.63944,31.8275
2214,Oroville,Washington,3019,US-Canada Border,3/1/2018,Trucks,2419,-119.43444,48.93917
2215,Douglas,Arizona,2601,US-Mexico Border,8/1/2018,Trucks,2427,-109.54472,31.34444
2216,Portland,Maine,101,US-Canada Border,7/1/2018,Personal Vehicles,2432,-70.27676,43.65539
2217,Douglas,Arizona,2601,US-Mexico Border,5/1/2018,Trucks,2433,-109.54472,31.34444
2218,Laurier,Washington,3016,US-Canada Border,1/1/2018,Personal Vehicles,2438,-118.22302,48.99892
2219,Noonan,North Dakota,3420,US-Canada Border,6/1/2018,Personal Vehicles,2441,-103.00333,48.88232
2220,Piegan,Montana,3316,US-Canada Border,2/1/2018,Personal Vehicles,2443,-113.43406,48.85152
2221,Norton,Vermont,211,US-Canada Border,10/1/2018,Personal Vehicles,2447,-71.79528,45.01
2222,Dunseith,North Dakota,3422,US-Canada Border,6/1/2018,Trucks,2448,-100.05863,48.81369
